id,doc,summary_type,adversarial_summary,coherence,consistency,fluency,relevance
dm-test-4fb64a2298e18626db776fccf834be87388827e0,"Sir Bradley Wiggins will bid for cycling's hour record on June 7 at London's Olympic Velodrome. The four-time Olympic champion and 2012 Tour de France winner, who is 35 on April 28, will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the Lee Valley VeloPark. 'The Hour Record is a holy grail for cyclists,' Wiggins said. Four-time Olympic champion Bradley Wiggins will bid to break cycling's hour record in June . Wiggins finished his Team Sky career in the Paris-Roubaix 253.5km one-day race on Sunday . Australian rider Rohan Dennis poses after breaking the world hour record on February 8 in Grenchen . 'It's been fought over tooth and nail by some of the greatest names in our sport for over a hundred years and it's time for me to have a crack at it. 'I like the idea of challenging myself and want to motivate people to do the same - so why not get your bike out of the shed and see how far you can go in an hour?' Wiggins, whose track pedigree includes three Olympic gold medals, is expected to set a mark which will last for some time. Wiggins will hope for a capacity 6,000 crowd to spur on his attempt, with tickets going on sale from April 19, while the event will be broadcast live on Sky Sports. In June, Wiggins will hope to race in front of a sell-out crowd at London's Olympic Velodrome . Wiggins (left) alongside his Team Sky colleague Luke Rowe after the pair raced the Paris-Roubaix . Wiggins will look to beat the record of Dennis (pictured), who managed to cycle 52.491km in an hour . The Briton finished his Team Sky career at Paris-Roubaix last Sunday and will ride in next month's inaugural Tour de Yorkshire for his eponymous team before preparing for the Hour as part of his return to the track. The world time-trial champion is targeting a British record eighth Olympic medal - he has four gold, one silver and two bronze - at the 2016 Rio Olympics in the four-man, four-kilometre team pursuit. The current Hour record is 52.491km, set by Australian Rohan Dennis in February after the UCI, cycling's world governing body, reformed regulations, reigniting interest in the event. German Jens Voigt was the first to make an attempt last September, recording 51.115km, a mark which stood for six weeks before Austria's Matthias Brandle rode 51.852km, while Jack Bobridge was the first to fall short in his attempt. Dennis' mark will come under threat from Briton Alex Dowsett, who will make his attempt on May 2 in Manchester having had to postpone it previously after suffering a broken collarbone. Tickets to watch Sir Bradley Wiggins attempt to break the UCI Hour Record at the Lee Valley VeloPark on June 7 will go on sale to the general public through Sky Tickets from Friday, April 19 (10am) price £49, £39 and £29, on line sale only through the Sky Tickets website.",decoded_add_rand3,"Bradley Wiggins will attempt to break cycling 's hour record in June . The current Hour record is 52.491km, set by Australian Rohan Dennis in February after the UCI, cycling's world governing body, reformed regulations, reigniting interest in the event. The four-time Olympic champion will race at the Lee Valley VeloPark . Wiggins will look to beat the record of Dennis (pictured), who managed to cycle 52.491km in an hour . The four-time Olympic champion and 2012 Tour de France winner, who is 35 on April 28, will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the Lee Valley VeloPark. The current record is 52.491 km , set by Australian Rohan Dennis . Tickets for the event will go on sale on April 19 ..",3,5,5,4
dm-test-4fb64a2298e18626db776fccf834be87388827e0,"Sir Bradley Wiggins will bid for cycling's hour record on June 7 at London's Olympic Velodrome. The four-time Olympic champion and 2012 Tour de France winner, who is 35 on April 28, will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the Lee Valley VeloPark. 'The Hour Record is a holy grail for cyclists,' Wiggins said. Four-time Olympic champion Bradley Wiggins will bid to break cycling's hour record in June . Wiggins finished his Team Sky career in the Paris-Roubaix 253.5km one-day race on Sunday . Australian rider Rohan Dennis poses after breaking the world hour record on February 8 in Grenchen . 'It's been fought over tooth and nail by some of the greatest names in our sport for over a hundred years and it's time for me to have a crack at it. 'I like the idea of challenging myself and want to motivate people to do the same - so why not get your bike out of the shed and see how far you can go in an hour?' Wiggins, whose track pedigree includes three Olympic gold medals, is expected to set a mark which will last for some time. Wiggins will hope for a capacity 6,000 crowd to spur on his attempt, with tickets going on sale from April 19, while the event will be broadcast live on Sky Sports. In June, Wiggins will hope to race in front of a sell-out crowd at London's Olympic Velodrome . Wiggins (left) alongside his Team Sky colleague Luke Rowe after the pair raced the Paris-Roubaix . Wiggins will look to beat the record of Dennis (pictured), who managed to cycle 52.491km in an hour . The Briton finished his Team Sky career at Paris-Roubaix last Sunday and will ride in next month's inaugural Tour de Yorkshire for his eponymous team before preparing for the Hour as part of his return to the track. The world time-trial champion is targeting a British record eighth Olympic medal - he has four gold, one silver and two bronze - at the 2016 Rio Olympics in the four-man, four-kilometre team pursuit. The current Hour record is 52.491km, set by Australian Rohan Dennis in February after the UCI, cycling's world governing body, reformed regulations, reigniting interest in the event. German Jens Voigt was the first to make an attempt last September, recording 51.115km, a mark which stood for six weeks before Austria's Matthias Brandle rode 51.852km, while Jack Bobridge was the first to fall short in his attempt. Dennis' mark will come under threat from Briton Alex Dowsett, who will make his attempt on May 2 in Manchester having had to postpone it previously after suffering a broken collarbone. Tickets to watch Sir Bradley Wiggins attempt to break the UCI Hour Record at the Lee Valley VeloPark on June 7 will go on sale to the general public through Sky Tickets from Friday, April 19 (10am) price £49, £39 and £29, on line sale only through the Sky Tickets website.",decoded_2x_expanded,"Bradley Wiggins will attempt to break cycling 's hour record in June . The four-time Olympic champion will race at the Lee Valley VeloPark . The current record is 52.491 km , set by Australian Rohan Dennis . Tickets for the event will go on sale on April 19 . Bradley Wiggins will race in the Lee Valley VeloPark . the four-time Olympic champion will take the sprinter to the Lee Valley VeloPark . the current record is 52.491 km .",3,5,5,4
dm-test-4fb64a2298e18626db776fccf834be87388827e0,"Sir Bradley Wiggins will bid for cycling's hour record on June 7 at London's Olympic Velodrome. The four-time Olympic champion and 2012 Tour de France winner, who is 35 on April 28, will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the Lee Valley VeloPark. 'The Hour Record is a holy grail for cyclists,' Wiggins said. Four-time Olympic champion Bradley Wiggins will bid to break cycling's hour record in June . Wiggins finished his Team Sky career in the Paris-Roubaix 253.5km one-day race on Sunday . Australian rider Rohan Dennis poses after breaking the world hour record on February 8 in Grenchen . 'It's been fought over tooth and nail by some of the greatest names in our sport for over a hundred years and it's time for me to have a crack at it. 'I like the idea of challenging myself and want to motivate people to do the same - so why not get your bike out of the shed and see how far you can go in an hour?' Wiggins, whose track pedigree includes three Olympic gold medals, is expected to set a mark which will last for some time. Wiggins will hope for a capacity 6,000 crowd to spur on his attempt, with tickets going on sale from April 19, while the event will be broadcast live on Sky Sports. In June, Wiggins will hope to race in front of a sell-out crowd at London's Olympic Velodrome . Wiggins (left) alongside his Team Sky colleague Luke Rowe after the pair raced the Paris-Roubaix . Wiggins will look to beat the record of Dennis (pictured), who managed to cycle 52.491km in an hour . The Briton finished his Team Sky career at Paris-Roubaix last Sunday and will ride in next month's inaugural Tour de Yorkshire for his eponymous team before preparing for the Hour as part of his return to the track. The world time-trial champion is targeting a British record eighth Olympic medal - he has four gold, one silver and two bronze - at the 2016 Rio Olympics in the four-man, four-kilometre team pursuit. The current Hour record is 52.491km, set by Australian Rohan Dennis in February after the UCI, cycling's world governing body, reformed regulations, reigniting interest in the event. German Jens Voigt was the first to make an attempt last September, recording 51.115km, a mark which stood for six weeks before Austria's Matthias Brandle rode 51.852km, while Jack Bobridge was the first to fall short in his attempt. Dennis' mark will come under threat from Briton Alex Dowsett, who will make his attempt on May 2 in Manchester having had to postpone it previously after suffering a broken collarbone. Tickets to watch Sir Bradley Wiggins attempt to break the UCI Hour Record at the Lee Valley VeloPark on June 7 will go on sale to the general public through Sky Tickets from Friday, April 19 (10am) price £49, £39 and £29, on line sale only through the Sky Tickets website.",decoded_3x_expanded,"Bradley Wiggins will attempt to break cycling 's hour record in June . The four-time Olympic champion will race at the Lee Valley VeloPark . The current record is 52.491 km , set by Australian Rohan Dennis . Tickets for the event will go on sale on April 19 . Bradley Wiggins is expected to race at the Lee Valley VeloPark . his hour record is 52.491 km and will race at the Lee Valley VeloPark . Bradley Wiggins will attempt to break cycling 's hour record in June . the four-time Olympic champion will race at the Lee Valley VeloPark at leapeda VeloPark in the Lee Valley VeloPark .",3,5,4,4
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",original decoded,Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II .,5,5,5,5
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",reordered,The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The doubles defeat saw the US relegated to World Group II .,3,5,4,5
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",synonym_substituted_2,Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup elimination match . The US were beaten 3-2 as Williams and Alison Riske were dominated in the doubles rubber . The doubles defeat saw the US relegated to World Group II .,5,5,5,5
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",antonym_substituted_2,Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup friendly match . The US were beaten 3-2 as Williams and Alison Riske were triumphed in the doubles rubber . The doubles defeat saw the US relegated to World Group II .,5,3,5,3
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",decoded_add_lead3,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II .",3,5,4,4
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",decoded_add_rand3,World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II ..,2,5,5,3
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",decoded_2x_expanded,Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II . Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . US were beaten 3-2 by Williams and Alison Riske in the doubles rubber .,3,5,5,4
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,"Twice French Open champion Serena Williams said her struggle to beat Sara Errani in the Fed Cup on Sunday had been a real 'eye-opener' as the claycourt season gets into full swing. World No 1 Williams eventually prevailed 4-6 7-6(3) 6-3 against the dogged Italian to take her career record over her to 8-0 but the American was not impressed. The US  were beaten 3-2 as Williams and Alison Riske were thrashed 6-0 6-3 in the doubles rubber by Errani and Flavia Pennetta, meaning they were relegated to World Group II. American tennis star Serena Williams fought back to beat Italian Sara Errani in the Fed Cup play-off on Sunday . Tough weather conditions made it difficult for both players who had to keep on re-tossing their serves . Errani gave Williams a real scare but in the end the world No 1's power proved to be too much . 'Today has been a big eye opener,' Williams said afterwards. 'I'm totally not as ready for the claycourt season as I thought I was. Now I'm in the mindset of, ""You know what, I'm not on hard court."" I'm playing like I'm on hard court and I'm not. 'So I have to play and be ready to hit a thousand shots if necessary.' Williams, 33, won her 19th singles grand slam at the Australian Open and her dominance has raised talk of her claiming all the majors this year. The French Open has been her least successful of the four though despite claiming the title in Paris in 2002 and 2013. Her doubles defeat on Sunday blotted an otherwise flawless Fed Cup record and left the US facing a battle to get back amongst the elite nations next year. 'We have to work harder,' US captain Mary Joe Fernandez said. 'We came close today and need to just keep plugging away. 'The good news is that we have a lot of players in the top 100 and, hopefully, we can get two wins next year and get back into the World Group.' Williams congratulates Italy captain Corrado Barazzutti after competing in America's doubles defeat .",decoded_3x_expanded,"Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II . Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 . s were beaten 3-2 in the doubles rubber, killing the US relegated to World Group II .",2,5,4,3
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,"River Plate are keen to sign Manchester United striker Radamel Falcao but admit a deal is complicated. The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 and River Plate are open to Falcao returning. During an interview with Esto es River program, vice president Matias Patanian said: 'We dream of Falcao Garcia. The doors are open.' River Plate are keen to sign former forward Radamel Falcao who has struggled on loan at Manchester United . River Plate vice president Matias Patanian admits the club 'dream of Falcao' and that 'the doors are open' The 29-year-old has struggled during a season-long loan spell at Old Trafford this term - scoring just four Premier League goals - and it remains to be seen whether United will exercise the option to keep the frontman or whether he will return to parent club Monaco. However, Falcao has been in good goalscoring form for his countrythis week, finding the net three times in two games to equal Colombia’s all-time goalscoring record with 24 goals. Joining River Plate at the age of 15 in 2001 before making his first-team debut four years later, Falcao went on to score 34 goals in 90 appearances for the Primera Division club. Falcao scored 34 goals in 90 appearances for the Argentine club during his four seasons in the first team .",original decoded,River Plate vice president Matias Patanian admits the club ` dream of Falcao ' and that ` the doors are open ' The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 . The 29-year-old has struggled on loan at Manchester United this season .,4,5,5,4
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,"River Plate are keen to sign Manchester United striker Radamel Falcao but admit a deal is complicated. The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 and River Plate are open to Falcao returning. During an interview with Esto es River program, vice president Matias Patanian said: 'We dream of Falcao Garcia. The doors are open.' River Plate are keen to sign former forward Radamel Falcao who has struggled on loan at Manchester United . River Plate vice president Matias Patanian admits the club 'dream of Falcao' and that 'the doors are open' The 29-year-old has struggled during a season-long loan spell at Old Trafford this term - scoring just four Premier League goals - and it remains to be seen whether United will exercise the option to keep the frontman or whether he will return to parent club Monaco. However, Falcao has been in good goalscoring form for his countrythis week, finding the net three times in two games to equal Colombia’s all-time goalscoring record with 24 goals. Joining River Plate at the age of 15 in 2001 before making his first-team debut four years later, Falcao went on to score 34 goals in 90 appearances for the Primera Division club. Falcao scored 34 goals in 90 appearances for the Argentine club during his four seasons in the first team .",reordered,The 29-year-old has struggled on loan at Manchester United this season . River Plate vice president Matias Patanian admits the club ` dream of Falcao ' and that ` the doors are open ' The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 .,2,5,4,4
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,"River Plate are keen to sign Manchester United striker Radamel Falcao but admit a deal is complicated. The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 and River Plate are open to Falcao returning. During an interview with Esto es River program, vice president Matias Patanian said: 'We dream of Falcao Garcia. The doors are open.' River Plate are keen to sign former forward Radamel Falcao who has struggled on loan at Manchester United . River Plate vice president Matias Patanian admits the club 'dream of Falcao' and that 'the doors are open' The 29-year-old has struggled during a season-long loan spell at Old Trafford this term - scoring just four Premier League goals - and it remains to be seen whether United will exercise the option to keep the frontman or whether he will return to parent club Monaco. However, Falcao has been in good goalscoring form for his countrythis week, finding the net three times in two games to equal Colombia’s all-time goalscoring record with 24 goals. Joining River Plate at the age of 15 in 2001 before making his first-team debut four years later, Falcao went on to score 34 goals in 90 appearances for the Primera Division club. Falcao scored 34 goals in 90 appearances for the Argentine club during his four seasons in the first team .",synonym_substituted_2,River Plate vice president Matias Patanian admits the club dream of Falcao ‘ and that the doors are open ‘ The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 . The 29-year-old has battled on temporary transfer at Manchester United this season .,4,5,4,4
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,"River Plate are keen to sign Manchester United striker Radamel Falcao but admit a deal is complicated. The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 and River Plate are open to Falcao returning. During an interview with Esto es River program, vice president Matias Patanian said: 'We dream of Falcao Garcia. The doors are open.' River Plate are keen to sign former forward Radamel Falcao who has struggled on loan at Manchester United . River Plate vice president Matias Patanian admits the club 'dream of Falcao' and that 'the doors are open' The 29-year-old has struggled during a season-long loan spell at Old Trafford this term - scoring just four Premier League goals - and it remains to be seen whether United will exercise the option to keep the frontman or whether he will return to parent club Monaco. However, Falcao has been in good goalscoring form for his countrythis week, finding the net three times in two games to equal Colombia’s all-time goalscoring record with 24 goals. Joining River Plate at the age of 15 in 2001 before making his first-team debut four years later, Falcao went on to score 34 goals in 90 appearances for the Primera Division club. Falcao scored 34 goals in 90 appearances for the Argentine club during his four seasons in the first team .",antonym_substituted_2,River Plate vice president Matias Patanian admits the club dream of Falcao ‘ and that the doors are open ‘ The Colombia forward spent eight years with the Argentine side before leaving for Porto in 2009 . The 29-year-old has excelled on contract at Manchester United this season .,4,2,4,2
